task_id,client,project_id,client_tier,team,task_type,seniority,task_complexity_score,brief_quality_score,deadline_pressure,scope_change_flag,pricing_model,created_at,delivered_at,sla_days,sla_breach,hours_spent,billable_hours,ai_usage_pct,ai_assisted,revisions,errors,rework_hours,outcome_score,revenue,cost,profit,created_by,updated_at,task_status,workflow_stage,jira_ticket,legacy_ai_flag,content_version
T00105,Client_H,P063,mid,Media,ad,mid,3,1.0,high,0,hourly,2026-02-18,2026-02-23,3.0,1,7.51,,0.08,False,4,2,0.0,70.43,1588.92,472.46,1116.46,user_101,2026-02-19,review,finalized,,false,v3
T00106,Client_F,P053,mid,SEO,design,mid,3,1.0,high,0,fixed,2026-04-14,2026-04-21,5.0,1,31.72,20.55,0.11,False,3,1,3.14,55.88,1060.22,1768.59,-708.3699999999999,user_032,2026-04-14,delivered,qa,JIRA-16715,false,v2
T00107,Client_G,P031,low,Media,article,mid,3,3.0,high,0,hourly,2025-08-30,2025-09-04,10.0,0,12.41,9.16,0.6,True,8,1,2.35,63.39,1067.22,955.4,111.82000000000004,user_117,2025-09-08,in_progress,briefing,JIRA-98495,true,v3
T00108,Client_G,P017,mid,Design,ticket,mid,2,2.0,medium,0,value_based,2026-03-26,2026-03-30,5.0,0,4.3,1.45,0.59,True,3,3,3.18,72.66,244.67,217.05,27.619999999999976,user_089,2026-04-01,review,qa,JIRA-33031,false,final
T00109,Client_A,P035,low,Content,design,junior,4,5.0,low,0,fixed,2026-03-10,2026-03-11,3.0,0,9.96,9.96,0.54,True,2,1,1.55,71.3,1168.05,560.67,607.38,user_110,2026-03-18,delivered,execution,JIRA-39211,true,v3
T00110,Client_H,P036,high,SEO,dev,senior,2,4.0,medium,0,fixed,2025-07-05,2025-07-12,2.0,1,18.85,11.03,0.21,True,4,1,0.0,62.35,1185.87,1634.69,-448.82000000000016,user_108,2025-07-13,in_progress,briefing,JIRA-95213,false,v1
T00111,Client_F,P024,mid,Content,ad,mid,4,4.0,medium,0,fixed,2026-01-16,2026-01-19,2.0,1,10.86,6.73,0.37,True,4,0,1.47,86.71,857.09,456.39,400.7000000000001,user_019,2026-01-24,archived,qa,JIRA-52709,false,v1
T00112,Client_A,P023,high,Media,ad,junior,3,2.0,high,0,hourly,2025-09-27,2025-10-04,3.0,1,5.21,4.29,0.34,True,5,0,3.88,62.36,446.38,261.64,184.74,user_066,2025-10-03,delivered,client_review,JIRA-16329,true,v2
T00113,Client_E,P014,low,Media,article,senior,2,4.0,low,0,value_based,2025-11-07,2025-11-11,3.0,1,4.2,3.16,0.66,True,6,0,0.0,65.43,1003.65,268.06,735.5899999999999,user_020,2025-11-09,review,client_review,JIRA-83458,true,final
T00114,Client_R,P013,mid,Media,release,junior,2,,low,0,fixed,2025-10-31,2025-11-03,2.0,1,9.36,4.96,0.52,True,1,1,0.78,71.0,1121.42,483.84,637.5800000000002,user_047,2025-11-05,in_progress,briefing,JIRA-72265,false,v2
T00115,Client_H,P033,high,Content,report,mid,4,2.0,high,0,hourly,2026-02-12,2026-02-16,7.0,0,15.79,11.27,0.47,True,6,1,5.28,57.05,1490.05,1129.1,360.9500000000001,user_074,2026-02-17,delivered,execution,JIRA-77194,false,v1
T00116,Client_F,P046,low,SEO,report,junior,3,3.0,low,0,hourly,2025-10-20,2025-10-25,3.0,1,13.91,11.78,0.14,False,1,2,1.68,59.98,1388.87,606.94,781.9299999999998,user_065,2025-10-22,in_progress,client_review,,true,v1
T00117,Client_G,P051,low,SEO,release,junior,3,3.0,low,0,value_based,2025-07-18,2025-07-21,3.0,0,26.56,12.45,0.05,False,5,1,0.87,58.68,1373.5,1009.2,364.3,user_003,2025-07-22,review,briefing,JIRA-85988,false,v2
T00118,Client_H,P038,high,SEO,design,mid,1,5.0,low,0,hourly,2026-02-25,2026-03-03,2.0,1,6.1,4.78,0.09,False,3,1,1.2,83.42,448.04,297.77,150.27000000000004,user_017,2026-03-05,delivered,execution,JIRA-17792,true,v1
T00119,Client_C,P012,low,Media,release,senior,3,4.0,high,0,value_based,2025-08-31,2025-09-02,3.0,0,29.92,18.03,0.29,True,7,0,1.79,72.0,1515.22,1461.29,53.930000000000064,user_029,2025-09-03,delivered,client_review,JIRA-24262,unknown,v1
T00120,Client_A,P042,low,MEDIA,ad,junior,2,,medium,1,hourly,2026-02-15,2026-02-19,10.0,0,11.65,8.87,0.13,False,6,1,3.87,41.98,959.04,475.65,483.39,user_084,2026-02-15,in_progress,execution,JIRA-72567,true,v2
T00121,Client_A,P011,high,Content,release,senior,3,3.0,medium,0,hourly,2025-11-01,2025-11-01,10.0,0,10.67,7.59,0.54,True,2,1,1.65,73.49,891.84,520.27,371.5700000000001,user_095,2025-11-05,delivered,briefing,JIRA-40023,true,v2
T00122,Client_H,P050,high,Design,dev,senior,1,4.0,medium,0,hourly,2025-08-04,2025-08-08,2.0,1,11.21,6.23,0.41,True,3,0,0.55,79.04,468.18,812.89,-344.71,user_062,2025-08-13,draft,briefing,JIRA-82819,false,v1
T00123,Client_G,P036,low,Media,report,mid,3,3.0,high,0,hourly,2025-12-03,2025-12-09,3.0,1,19.16,12.12,0.22,True,6,1,0.9,38.5,1376.07,1336.74,39.32999999999993,user_064,2025-12-03,in_progress,client_review,JIRA-19599,false,final
T00124,Client_J,P012,mid,Media,release,senior,3,4.0,high,0,fixed,2025-07-20,2025-07-24,10.0,0,9.24,7.79,0.77,True,6,0,1.66,57.98,1584.07,643.37,940.7,user_001,2025-07-29,review,finalized,JIRA-63366,false,v1
T00125,Client_A,P015,mid,Design,ticket,mid,4,,high,1,fixed,2025-11-14,,5.0,1,12.35,9.62,0.21,True,5,1,2.87,67.36,1007.45,1014.03,-6.579999999999927,user_081,2025-11-18,in_progress,qa,JIRA-69985,false,final
T00126,Client_H,P028,high,Media,dev,mid,3,3.0,high,0,hourly,2025-09-16,2025-09-22,7.0,0,6.29,5.11,0.53,True,2,0,1.35,83.35,467.52,434.5,33.01999999999998,user_053,2025-09-17,review,briefing,JIRA-13101,true,v2
T00127,Client_H,P014,low,Content,dev,mid,3,1.0,medium,0,fixed,2025-11-24,2025-11-28,5.0,0,16.55,9.49,0.56,True,3,0,3.5,67.75,1315.72,891.12,424.6,user_109,2025-11-27,delivered,client_review,JIRA-30554,false,v4
T00128,Client_D,P004,mid,Design,report,junior,3,1.0,medium,0,fixed,2026-02-17,2026-02-21,5.0,0,11.64,7.97,0.24,True,6,0,0.0,61.78,1228.34,403.33,825.01,user_061,2026-02-19,in_progress,briefing,JIRA-61725,true,v2
T00129,Client_F,P050,low,Design,dev,senior,4,3.0,medium,0,fixed,2025-11-12,2025-11-17,2.0,1,13.98,9.38,0.5,True,3,0,4.8,88.94,1434.64,794.86,639.7800000000001,user_092,2025-11-18,review,finalized,JIRA-24440,false,v2
T00130,Client_G,P023,low,Media,ad,senior,3,4.0,high,0,fixed,2025-07-24,2025-07-28,3.0,1,7.04,3.58,0.49,True,4,0,2.87,61.81,817.81,391.1,426.7099999999999,user_098,2025-07-26,review,execution,JIRA-43347,true,v2
T00131,Client_D,P032,mid,Media,ad,junior,2,5.0,low,1,hourly,2026-01-12,2026-01-13,3.0,0,1.88,1.61,0.63,True,2,1,1.21,72.28,133.75,99.16,34.59,user_001,2026-01-15,in_progress,briefing,JIRA-47123,unknown,v3
T00132,Client_F,P052,mid,Content,dev,mid,5,3.0,medium,0,fixed,2025-08-16,2025-08-22,5.0,1,0.02,,0.37,True,7,1,0.8,67.91,1873.05,704.27,1168.78,user_052,2025-08-17,in_progress,finalized,JIRA-25836,unknown,v1
T00133,Client_B,P023,mid,Media,report,mid,3,4.0,medium,1,hourly,2026-01-14,2026-01-21,5.0,1,7.06,3.72,0.14,False,3,1,3.13,80.5,343.11,378.31,-35.19999999999999,user_022,2026-01-19,in_progress,execution,,unknown,v1
T00134,Client_A,P031,high,SEO,design,senior,3,1.0,medium,0,hourly,2025-10-28,2025-11-03,10.0,0,25.13,21.65,0.17,False,8,2,2.99,47.25,2091.18,2014.3,76.87999999999988,user_027,2025-11-05,delivered,briefing,JIRA-65826,false,v2
T00135,Client_Y,P028,mid,Content,report,mid,3,3.0,low,0,fixed,2025-09-09,2025-09-12,7.0,0,7.76,5.48,0.23,True,2,0,0.0,77.47,394.63,609.0,-214.37,user_059,2025-09-16,delivered,execution,JIRA-31033,false,v4
T00136,Client_D,P052,mid,Media,release,senior,3,4.0,medium,0,fixed,2026-02-28,2026-03-03,2.0,1,13.49,10.17,,True,4,1,21.553685608766788,69.51,1528.37,1009.09,519.2799999999999,user_040,2026-03-02,in_progress,qa,JIRA-91180,true,v4
T00137,Client_E,P034,low,Media,article,mid,3,5.0,medium,0,value_based,2025-08-19,2025-08-22,,0,9.98,8.31,0.03,False,1,1,1.08,80.85,1159.05,647.33,511.7199999999999,user_101,2025-08-20,delivered,execution,JIRA-36785,true,final
T00138,Client_B,P020,low,SEO,design,mid,1,5.0,high,0,fixed,2025-09-26,2025-09-30,10.0,0,10.08,8.19,0.47,True,4,0,,71.45,746.68,756.15,-9.470000000000027,user_107,2025-10-03,review,qa,JIRA-72658,true,v2
T00139,Client_H,P053,mid,Media,ad,senior,4,1.0,high,1,hourly,2026-03-03,2026-03-11,7.0,1,12.39,10.17,,True,2,1,10.18,56.14,1130.56,919.75,210.80999999999997,user_011,2026-03-04,in_progress,briefing,JIRA-21055,true,v1
T00140,Client_G,P017,mid,Content,article,junior,3,,high,0,fixed,2026-02-15,2026-02-19,10.0,0,12.31,5.68,0.71,True,5,0,3.89,51.19,1121.02,477.21,643.81,user_026,2026-02-20,archived,finalized,JIRA-81795,false,v2
T00141,Client_D,P042,high,SEO,article,mid,2,5.0,medium,0,fixed,2025-10-13,2025-10-20,7.0,0,11.85,6.81,0.32,True,3,1,1.25,89.15,1149.51,584.05,565.46,user_047,2025-10-21,in_progress,finalized,JIRA-62602,true,v4
T00142,Client_H,P017,mid,Design,design,mid,4,1.0,low,0,value_based,2026-01-05,2026-01-10,10.0,0,11.25,9.66,,True,5,2,3.47,72.34,1731.04,722.56,1008.48,user_064,2026-01-14,blocked,client_review,JIRA-23109,false,v3
T00143,Client_F,P008,high,SEO,ticket,senior,2,2.0,low,1,value_based,2025-10-05,2025-10-10,10.0,0,8.4,2.98,0.55,True,0,1,2.06,72.2,7902.019392403123,480.33,7421.689392403123,user_050,2025-10-12,review,qa,JIRA-76853,false,final
T00144,Client_B,P060,mid,Design,release,mid,2,5.0,medium,0,hourly,2026-04-21,2026-04-25,10.0,0,16.46,11.17,0.28,True,3,1,0.53,80.76,1056.12,669.6,386.5199999999999,user_065,2026-04-22,blocked,qa,JIRA-52313,false,v4
T00145,Client_A,P019,mid,Content,report,mid,2,2.0,high,0,fixed,2025-07-07,2025-07-13,7.0,0,8.38,4.79,0.25,True,3,0,2.38,77.76,357.89,425.15,-67.25999999999999,user_102,2025-07-09,in_progress,client_review,JIRA-79360,false,v1
T00146,Client_F,P042,low,Design,dev,junior,5,2.0,low,0,fixed,2026-01-16,2026-01-21,5.0,0,13.04,8.41,0.59,True,2,2,15.23,34.43,1797.39,610.25,1187.14,user_111,2026-01-17,in_progress,client_review,,true,final
T00147,Client_H,P023,mid,SEO,report,mid,3,3.0,low,0,hourly,2025-11-23,2025-11-29,3.0,1,10.53,10.29,0.36,True,4,1,1.93,68.1,1376.81,570.88,805.93,user_107,2025-11-26,review,briefing,JIRA-28294,true,final
T00148,Client_C,P034,mid,Content,design,junior,3,3.0,medium,1,hourly,2026-01-22,2026-01-27,5.0,0,9.85,,0.42,True,3,2,7.04,46.28,230.11,404.81,-174.7,user_052,2026-01-22,review,briefing,JIRA-95347,true,v2
T00149,Client_E,P020,mid,Media,article,senior,2,2.0,high,0,fixed,2026-04-04,2026-04-07,5.0,0,9.84,7.76,0.58,True,4,2,4.82,58.66,761.15,557.65,203.5,user_010,2026-04-11,review,execution,JIRA-82817,false,v2
T00150,Client_C,P061,mid,Media,ad,mid,1,1.0,high,0,hourly,2025-12-25,2025-12-26,7.0,0,5.51,4.21,0.88,True,5,3,2.85,52.76,507.41,235.72,271.69000000000005,user_071,2025-12-25,review,finalized,JIRA-55517,false,v1
T00151,Client_G,P008,mid,SEO,article,junior,2,1.0,medium,0,hourly,2026-02-07,2026-02-11,5.0,0,8.34,6.01,0.57,True,5,1,3.29,62.24,802.22,445.92,356.3,user_045,2026-02-15,delivered,execution,JIRA-14566,false,v2
T00152,Client_A,P001,high,SEO,design,mid,3,5.0,high,0,hourly,2026-05-20,2026-05-25,7.0,0,17.58,13.1,0.07,False,4,1,2.92,64.22,1068.26,1222.73,-154.47000000000003,user_020,2026-05-26,in_progress,briefing,JIRA-77086,false,final
T00153,Client_C,P047,high,Media,report,mid,1,3.0,medium,0,hourly,2025-07-05,2025-07-05,5.0,0,5.69,3.47,0.52,True,2,3,1.39,62.11,428.09,294.8,133.28999999999996,user_001,2025-07-14,in_progress,finalized,JIRA-25111,true,v3
T00154,Client_A,P029,mid,Design,dev,senior,2,3.0,high,0,hourly,2025-12-02,2025-12-05,5.0,0,11.99,8.99,0.5,True,5,1,0.88,71.66,1018.75,980.09,38.65999999999997,user_052,2025-12-08,in_progress,qa,JIRA-15409,true,v2
T00155,Client_G,P039,mid,SEO,ad_task,mid,4,3.0,low,0,value_based,2025-10-05,2025-10-10,2.0,1,21.11,10.63,0.43,True,1,1,0.79,63.24,1362.6,1049.06,313.54,user_097,2025-10-13,delivered,briefing,JIRA-98167,unknown,v1
T00156,Client_F,P045,low,Design,release,mid,3,3.0,medium,0,value_based,2025-10-18,2025-10-24,7.0,0,7.32,6.44,0.2,True,1,0,1.26,79.22,1829.39,293.62,1535.77,user_016,2025-10-26,review,qa,JIRA-40841,true,v2
T00157,Client_E,P052,mid,Design,design,senior,3,5.0,high,0,hourly,2025-08-08,2025-08-13,3.0,1,13.97,13.97,0.45,True,5,0,1.1,79.41,1320.0,771.56,548.44,user_048,2025-08-15,in_progress,finalized,JIRA-60976,true,v1
T00158,Client_F,P061,low,Content,design,junior,2,3.0,low,0,fixed,2025-08-18,,5.0,0,6.54,5.35,0.82,True,3,0,,86.61,967.57,213.63,753.94,user_010,2025-08-27,delivered,qa,JIRA-61696,false,v3
T00159,Client_C,P011,mid,Content,dev,mid,2,3.0,low,0,hourly,2025-07-29,2025-08-05,3.0,1,13.46,,0.03,False,5,1,3.92,63.58,636.07,904.19,-268.12,user_027,2025-08-05,delivered,briefing,JIRA-38465,true,final
T00160,Client_D,P031,mid,Media,ticket,mid,1,3.0,high,0,value_based,2025-11-18,2025-11-22,5.0,0,5.75,2.17,,True,4,0,,75.92,622.95,415.61,207.34000000000003,user_076,2025-11-19,in_progress,client_review,JIRA-24797,false,v2
T00161,Client_E,P025,high,Design,dev,junior,4,3.0,high,0,fixed,2025-09-25,2025-09-28,2.0,1,11.65,7.62,0.86,True,5,0,2.93,68.72,1602.56,443.04,1159.52,user_089,2025-10-04,review,briefing,JIRA-80445,true,v3
T00162,Client_T,P031,low,SEO,report,senior,2,1.0,medium,1,hourly,2026-02-19,2026-02-24,7.0,0,15.94,9.37,0.24,True,2,0,8.48,74.66,1135.75,1540.5,-404.75,user_064,2026-02-24,delivered,finalized,JIRA-69636,true,v1
T00163,Client_H,P063,low,SEO,article,junior,1,2.0,medium,0,fixed,2026-01-13,2026-01-18,2.0,1,8.36,6.01,0.47,True,3,0,2.99,65.68,557.96,506.37,51.59000000000003,user_004,2026-01-17,review,briefing,JIRA-70957,false,v4
T00164,Client_Q,P021,mid,Content,dev,senior,3,3.0,low,0,value_based,2025-12-07,2025-12-11,5.0,0,16.08,10.35,0.03,False,2,0,0.92,84.75,1412.42,1300.45,111.97000000000004,user_019,2025-12-16,delivered,finalized,JIRA-87648,false,v2
T00165,Client_C,P027,mid,Media,release,senior,2,2.0,low,0,value_based,2025-11-18,2025-11-22,10.0,0,31.76,15.88,0.31,True,2,0,56.44617283506845,78.94,1299.6,1533.34,-233.74,user_048,2025-11-22,in_progress,execution,JIRA-77074,false,final
T00166,Client_C,P056,low,Content,article,senior,1,3.0,medium,0,fixed,2025-12-07,2025-12-13,5.0,1,9.16,8.31,,True,4,0,0.98,93.14,739.28,795.73,-56.450000000000045,user_019,2025-12-09,review,execution,JIRA-27212,true,v2
T00167,Client_D,P041,mid,Media,article,mid,4,2.0,low,0,hourly,2025-11-16,2025-11-18,2.0,0,20.42,12.12,0.27,True,0,3,3.78,54.49,999.62,1309.51,-309.89,user_097,2025-11-25,in_progress,execution,JIRA-75628,false,v2
T00168,Client_G,P051,high,Desgn,ticket,senior,2,2.0,low,1,fixed,2025-11-08,2025-11-13,3.0,1,7.66,3.54,0.27,True,4,1,0.0,70.66,934.72,715.18,219.54000000000008,user_109,2025-11-14,in_progress,client_review,JIRA-85467,true,v2
T00169,Client_A,P039,high,SEO,ad,senior,3,4.0,medium,0,hourly,2025-09-29,2025-10-06,2.0,1,9.75,5.7,0.07,False,4,1,0.88,67.42,720.22,908.83,-188.61,user_031,2025-10-04,in_progress,execution,JIRA-31285,true,v2
T00170,Client_H,P044,high,MEDIA,report,mid,1,4.0,medium,0,hourly,2025-09-09,2025-09-13,2.0,1,13.34,6.12,0.22,True,5,0,0.98,65.55,795.16,1048.97,-253.8100000000001,user_003,2025-09-10,in_progress,execution,JIRA-59955,true,v3
T00171,Client_H,P035,mid,Design,report,senior,2,,medium,1,hourly,2026-03-22,2026-03-26,10.0,0,17.46,11.94,0.09,False,0,0,0.0,,1334.82,1431.8,-96.98000000000002,user_100,2026-03-26,archived,execution,JIRA-99695,true,v3
T00172,Client_G,P042,low,Design,ticket,mid,3,2.0,low,1,fixed,2026-01-07,2026-01-10,7.0,0,11.04,4.2,0.3,True,1,2,3.62,48.37,878.71,720.73,157.98000000000002,user_060,2026-01-10,in_progress,client_review,JIRA-89959,true,v4
T00173,Client_F,P018,high,Design,ticket,mid,2,3.0,high,0,hourly,2025-12-23,2025-12-28,3.0,1,3.23,1.11,0.4,True,4,1,1.85,34.85,147.33,201.53,-54.19999999999999,user_023,2025-12-28,review,briefing,JIRA-62634,false,v1
T00174,Client_F,P029,mid,Content,report,mid,3,4.0,medium,0,hourly,2025-11-25,2025-11-29,5.0,0,9.34,6.03,0.57,True,3,0,2.17,85.12,683.47,467.36,216.11,user_058,2025-11-28,review,qa,JIRA-27226,true,v3
T00175,Client_G,P011,mid,SEO,ad,mid,2,4.0,low,0,value_based,2025-09-14,2025-09-23,3.0,1,5.64,3.56,0.21,True,2,2,1.32,69.14,715.16,450.91,264.24999999999994,user_098,2025-09-15,draft,client_review,JIRA-46147,unknown,v2
T00176,Client_H,P042,high,Content,release,mid,4,4.0,low,0,value_based,2026-01-08,2026-01-12,3.0,1,23.54,19.7,0.26,True,1,4,,79.97,3019.54,1397.99,1621.55,user_023,2026-01-13,in_progress,finalized,JIRA-16937,false,v3
T00177,Client_D,P046,high,Media,report,mid,3,4.0,high,0,fixed,2025-07-25,2025-07-29,5.0,0,10.29,7.35,0.59,True,4,1,1.91,77.67,1693.62,738.41,955.21,user_077,2025-08-02,delivered,briefing,JIRA-64362,true,v3
T00178,Client_F,P038,low,SEO,ticket,mid,5,4.0,medium,0,value_based,2026-02-04,2026-02-09,10.0,0,11.81,7.55,0.15,False,3,2,2.86,57.2,1178.45,756.23,422.22,user_101,2026-02-08,in_progress,qa,JIRA-92490,false,v1
T00179,Client_D,P002,mid,Media,ad,mid,2,2.0,medium,0,hourly,2025-10-15,2025-10-18,5.0,0,9.05,6.4,0.35,True,1,1,2.84,68.38,814.54,567.41,247.13,user_021,2025-10-16,delivered,briefing,JIRA-82845,unknown,v2
T00180,Client_H,P046,high,Design,dev,senior,4,3.0,low,0,fixed,2026-03-31,2026-04-05,2.0,1,12.58,10.92,0.07,False,5,0,2.64,62.31,1854.54,1147.38,707.1599999999999,user_050,2026-04-07,review,execution,JIRA-57882,false,v4
T00181,Client_G,P018,mid,SEO,release,junior,5,4.0,low,1,hourly,2025-12-24,2025-12-29,2.0,1,36.16,29.01,0.14,False,4,2,9.01,48.01,3673.6,2186.18,1487.42,user_074,2025-12-28,in_progress,client_review,JIRA-76760,false,v3
T00182,Client_E,P037,low,SEO,ticket,senior,1,3.0,medium,0,fixed,2026-02-23,2026-03-02,3.0,1,6.62,4.47,0.58,True,1,1,1.29,72.49,466.82,574.03,-107.20999999999998,user_088,2026-02-24,delivered,briefing,JIRA-45501,true,final
T00183,Client_F,P003,high,Media,design,mid,3,3.0,medium,1,hourly,2026-03-24,2026-03-30,2.0,1,16.11,14.17,0.09,False,0,0,2.76,77.89,1170.52,758.99,411.53,user_090,2026-03-29,delivered,finalized,JIRA-29138,true,v2
T00184,Client_B,P046,high,Design,ad,senior,4,5.0,high,0,hourly,2026-03-07,2026-03-09,5.0,0,14.27,7.82,0.58,True,6,1,3.09,65.0,733.56,1106.13,-372.57000000000016,user_023,2026-03-11,in_progress,finalized,JIRA-49821,true,v1
T00185,Client_B,P044,high,Design,article,junior,3,4.0,high,0,fixed,2026-03-10,2026-03-14,10.0,0,6.3,4.04,0.76,True,4,2,1.96,35.99,1158.57,186.78,971.79,user_042,2026-03-17,in_progress,qa,JIRA-57456,false,v3
T00186,Client_D,P041,mid,SEO,ticket,mid,3,3.0,high,0,fixed,2026-03-24,2026-03-30,10.0,0,5.34,2.84,0.62,True,5,1,2.41,73.09,4685.124797971451,345.44,4339.684797971451,user_056,2026-03-29,in_progress,finalized,,false,v3
T00187,Client_G,P042,low,Design,design,mid,1,4.0,medium,1,fixed,2025-09-01,2025-09-02,10.0,0,4.94,3.23,0.36,True,1,0,3.05,76.27,809.46,277.16,532.3,user_116,2025-09-03,in_progress,qa,JIRA-78950,unknown,v4
T00188,Client_H,P016,mid,Media,design_task,junior,4,3.0,high,0,fixed,2026-02-12,2026-02-16,7.0,0,10.78,7.08,0.6,True,4,1,1.56,58.74,1482.08,611.05,871.03,user_039,2026-02-13,delivered,execution,JIRA-97188,true,final
T00189,Client_A,P044,high,Content,release,mid,3,3.0,high,0,hourly,2025-11-16,2025-11-20,7.0,0,16.27,,0.13,False,5,0,2.07,66.62,1141.32,1351.51,-210.19000000000003,user_067,2025-11-16,in_progress,briefing,JIRA-83633,true,v3
T00190,Client_E,P033,mid,Media,release,junior,1,3.0,low,0,fixed,2026-01-10,2026-01-12,2.0,0,12.99,7.01,0.73,True,2,1,0.44,,1041.81,659.37,382.44,user_014,2026-01-13,in_progress,finalized,JIRA-96755,false,v3
T00191,Client_E,P021,low,media,dev,mid,3,3.0,medium,0,hourly,2025-11-19,2025-11-23,5.0,0,12.46,8.95,0.12,False,5,0,0.78,76.12,932.61,996.35,-63.74000000000001,user_030,2025-11-19,review,qa,JIRA-72935,unknown,v2
T00192,Client_C,P059,low,SEO,ticket,senior,2,2.0,low,0,hourly,2026-04-28,2026-05-03,7.0,0,8.94,4.94,0.34,True,2,2,2.72,54.23,539.89,587.13,-47.24000000000001,user_028,2026-05-04,draft,briefing,JIRA-59161,false,v2
T00193,Client_A,P014,high,SEO,article,mid,2,1.0,low,0,hourly,2025-11-21,2025-11-27,3.0,1,10.67,5.43,0.43,True,2,3,2.35,82.21,664.16,469.97,194.18999999999997,user_045,2025-11-30,review,finalized,,true,v3
T00194,Client_H,P052,high,Content,article,mid,3,5.0,low,0,fixed,2026-03-13,2026-03-19,5.0,1,7.72,7.72,0.07,False,3,1,0.97,66.33,1181.41,284.69,896.72,user_059,2026-03-19,delivered,execution,JIRA-88568,false,v1
T00195,Client_H,P035,mid,Media,report,senior,1,4.0,high,0,fixed,2026-03-14,2026-03-18,3.0,1,11.4,8.69,0.24,True,3,2,1.54,,625.39,654.98,-29.590000000000032,user_049,2026-03-18,review,execution,JIRA-58132,false,v3
T00196,Client_F,P009,low,Media,design,junior,3,4.0,low,0,hourly,2025-09-28,2025-10-02,5.0,0,5.63,4.63,0.63,True,3,0,2.11,78.37,594.38,330.77,263.61,user_111,2025-09-29,in_progress,qa,JIRA-21973,false,v1
T00197,Client_D,P053,low,Media,ad,junior,5,5.0,low,0,hourly,2026-03-13,2026-03-18,5.0,0,9.2,7.31,0.27,True,4,2,0.0,51.05,910.01,370.79,539.22,user_069,2026-03-20,in_progress,execution,JIRA-51853,false,v4
T00198,Client_E,P017,high,Media,release,mid,2,2.0,low,1,hourly,2025-07-11,2025-07-16,7.0,0,13.93,7.9,0.19,True,3,1,2.24,64.79,887.48,764.11,123.37,user_038,2025-07-14,draft,qa,JIRA-57195,unknown,v1
T00199,Client_G,P041,high,Media,ad_task,mid,1,2.0,high,0,hourly,2025-07-11,2025-07-15,5.0,0,12.14,6.08,0.05,False,2,0,3.36,75.62,666.45,864.02,-197.56999999999996,user_105,2025-07-15,review,finalized,JIRA-51994,true,final
T00200,Client_C,P032,high,Media,design,junior,5,3.0,high,0,fixed,2025-09-28,2025-10-02,3.0,1,29.19,25.85,0.25,True,6,3,1.58,34.77,1819.47,1400.4,419.07,user_108,2025-10-05,review,finalized,JIRA-46716,false,v2
T00201,Client_G,P024,low,Content,release,mid,4,4.0,high,0,fixed,2025-07-04,2025-07-10,7.0,0,26.3,11.09,0.25,True,3,2,4.33,80.0,1295.19,1777.59,-482.3999999999999,user_111,2025-07-04,in_progress,finalized,JIRA-59288,false,v3
T00202,Client_G,P028,mid,Media,report,junior,3,3.0,medium,0,hourly,2026-01-02,2026-01-06,5.0,0,12.07,7.26,0.64,True,1,1,1.38,67.48,846.34,413.8,432.54,user_062,2026-01-10,in_progress,execution,JIRA-56877,true,v3
T00203,Client_C,P055,low,Media,report,senior,2,2.0,low,1,hourly,2026-04-21,2026-04-25,7.0,0,176.77557377171885,6.18,0.34,True,0,1,,43.72,660.62,1515.69,-855.07,user_004,2026-04-30,delivered,client_review,JIRA-24147,false,v2
T00204,Client_G,P042,mid,Design,ad,mid,4,5.0,medium,0,hourly,2026-04-26,2026-04-29,2.0,1,9.47,6.16,0.43,True,2,0,2.36,73.62,4403.273128470486,553.79,3849.483128470486,user_065,2026-05-05,review,execution,JIRA-61562,false,v3
T00205,Client_G,P017,high,SEO ,ad,junior,2,3.0,medium,1,hourly,2026-01-03,2026-01-08,2.0,1,9.23,9.23,0.41,True,2,0,0.0,58.53,959.5,376.33,583.1700000000001,user_099,2026-01-07,in_progress,briefing,JIRA-48286,false,final
T00206,Client_B,P010,low,Content,dev,junior,3,1.0,high,0,hourly,2025-08-25,2025-08-29,3.0,1,32.09,21.71,0.32,True,4,0,10.23,56.57,2262.64,1670.82,591.8199999999999,user_005,2025-08-26,in_progress,execution,JIRA-40054,false,final
T00207,Client_E,P031,high,SEO,release,junior,1,3.0,high,0,value_based,2025-11-02,2025-11-08,3.0,1,10.51,8.17,0.5,True,4,0,2.39,59.95,1127.6,477.7,649.8999999999999,user_027,2025-11-09,in_progress,qa,JIRA-52083,true,v3
T00208,Client_F,P027,low,Media,ad,mid,3,2.0,high,0,fixed,2025-12-29,2026-01-05,3.0,1,10.91,7.62,0.46,True,5,3,4.13,36.96,928.12,491.33,436.79,user_005,2025-12-29,in_progress,client_review,JIRA-61515,false,final
T00209,Client_B,P017,low,Design,ticket,junior,1,5.0,low,0,hourly,2025-11-13,2025-11-18,2.0,1,7.28,4.76,0.13,False,2,0,1.4,82.13,181.81,453.64,-271.83,user_042,2025-11-18,review,execution,JIRA-58923,false,v1
